pacman_x,pacman_y,ghost1_x,ghost1_y,ghost2_x,ghost2_y,ghost3_x,ghost3_y,ghost4_x,ghost4_y,ghost1_direction,ghost2_direction,ghost3_direction,ghost4_direction,nearest_pellet_x,nearest_pellet_y,possible_move_up,possible_move_down,possible_move_left,possible_move_right,move_made_up,move_made_down,move_made_left,move_made_right
40,380,90,520,120,410,290,520,90,640,2,1,-2,2,20,380,0,0,1,1,0,0,1,0
100,320,60,390,180,310,390,580,50,580,1,1,-2,-2,60,260,0,0,1,1,0,0,0,1
250,220,20,175,415,460,420,565,335,640,1,2,-1,2,260,220,0,0,1,1,0,0,0,1
520,250,215,140,360,555,520,585,420,595,-2,-1,1,-1,520,260,1,1,0,0,0,1,0,0
25,520,312,140,240,587,492,380,480,567,-2,1,-2,1,60,540,0,0,1,1,0,0,0,1
35,640,417,140,180,542,502,320,480,462,-2,1,2,1,40,640,0,0,1,1,0,0,0,1
140,460,145,340,360,315,230,355,310,355,2,-1,1,1,120,460,0,0,1,1,0,0,1,0
115,80,20,120,500,80,230,330,310,330,-1,-2,1,1,100,80,0,0,1,1,0,0,0,1
165,160,60,80,420,80,360,300,310,350,2,2,-1,-1,160,160,0,0,1,1,0,0,1,0
300,515,65,80,520,620,335,580,255,400,-2,-1,2,2,300,520,1,1,0,0,0,1,0,0
485,460,120,95,370,520,465,580,20,595,-1,-2,2,-1,480,520,0,0,1,1,0,0,0,1
90,580,120,505,180,560,315,520,100,640,-1,-1,2,2,260,160,0,0,1,1,0,0,1,0
80,240,145,200,455,200,230,355,310,355,-2,2,-1,-1,80,220,1,1,0,0,1,0,0,0
420,295,460,260,260,220,520,180,310,350,2,-2,1,-1,420,300,1,1,0,0,0,1,0,0
390,460,465,460,360,355,360,335,270,335,2,-1,-1,1,380,460,0,0,1,1,0,0,1,0
360,520,320,485,345,460,325,460,180,305,-1,-2,-2,-1,360,540,0,1,1,0,0,1,0,0
520,615,470,640,370,460,350,460,360,550,-2,-2,-2,-1,520,600,1,1,0,0,1,0,0,0
80,520,240,610,220,430,450,520,20,610,1,-1,2,-1,60,520,0,0,1,1,0,0,1,0
120,315,125,200,420,355,165,580,55,580,-2,1,-2,2,60,260,1,1,0,0,1,0,0,0
115,260,180,195,420,295,225,580,20,605,1,1,-2,-1,60,260,0,0,1,1,0,0,1,0
420,310,360,330,420,335,120,420,240,620,-1,-1,1,1,420,340,1,1,0,0,0,1,0,0
500,380,510,320,270,335,110,320,180,570,-2,1,2,1,420,380,0,0,1,1,0,0,1,0
160,580,190,520,205,520,60,540,60,500,2,2,-1,-1,120,600,0,0,1,1,0,0,1,0
130,580,180,540,180,525,60,570,60,530,-1,-1,-1,-1,120,600,0,0,1,1,0,0,1,0
50,320,20,320,20,335,60,450,60,490,-2,1,1,1,80,460,0,0,1,1,0,0,0,1
60,435,465,80,320,140,360,545,55,520,2,-2,-1,2,60,540,1,1,0,0,0,1,0,0
320,510,180,135,170,140,445,460,335,580,1,-2,2,-2,420,440,1,1,0,0,1,0,0,0
385,460,182,80,227,140,420,427,392,580,-2,-2,1,-2,420,440,0,0,1,1,0,0,0,1
120,375,120,250,420,310,230,320,310,320,1,1,-1,-1,120,360,1,1,0,0,1,0,0,0
120,315,120,190,420,250,230,340,310,340,1,1,1,1,120,300,1,1,0,0,1,0,0,0
120,285,120,160,420,220,230,330,310,330,1,1,-1,-1,120,280,1,1,0,0,1,0,0,0
185,160,80,80,420,100,360,280,310,330,2,1,-1,-1,180,160,0,0,1,1,0,0,1,0
120,85,20,130,140,80,250,280,310,340,1,-2,-2,-1,100,160,1,1,0,0,0,1,0,0
120,135,20,105,215,80,275,280,310,355,1,-2,-2,1,100,160,1,1,0,0,0,1,0,0
300,250,180,182,180,370,420,257,310,332,-1,-1,1,-1,300,220,1,1,0,0,1,0,0,0
300,80,360,285,360,280,515,80,180,325,-1,2,2,-1,340,80,0,1,0,1,0,1,0,0
270,280,295,280,360,340,240,225,360,205,2,1,-1,-1,420,280,0,1,1,1,0,0,0,1
240,280,180,340,185,280,420,260,310,330,2,2,1,-1,300,220,1,0,1,1,0,0,0,1
360,190,120,190,120,255,520,200,220,280,1,1,1,2,360,180,1,1,0,0,1,0,0,0
435,80,335,80,350,160,300,95,120,175,-2,-2,1,1,440,80,0,0,1,1,0,0,0,1
480,160,502,80,520,182,452,80,240,127,-2,-1,-2,1,460,160,0,0,1,1,0,0,1,0
440,220,327,160,375,340,377,160,77,160,2,-2,2,2,420,240,0,0,1,1,0,0,1,0
420,250,100,80,435,160,390,460,120,470,-2,2,-2,-1,420,260,1,1,0,0,0,1,0,0
365,460,20,95,520,150,520,595,20,635,1,-1,-1,-1,360,460,0,0,1,1,0,0,1,0
360,530,235,460,480,520,465,460,445,460,-2,-1,-2,-2,360,540,1,1,0,0,0,1,0,0
310,580,240,505,480,570,515,460,495,460,-1,-1,-2,-2,300,580,0,0,1,1,0,0,1,0
20,585,180,460,122,520,357,640,357,580,1,2,2,2,20,600,1,1,0,0,0,1,0,0
490,640,360,320,62,640,180,552,520,610,-1,-2,1,1,500,640,0,0,1,1,0,0,0,1
475,580,420,545,250,640,85,580,360,437,-1,-2,2,1,220,520,0,0,1,1,0,0,0,1
480,540,430,580,295,640,60,560,330,400,-2,-2,1,2,220,520,1,1,0,0,1,0,0,0
445,340,420,375,420,370,240,495,215,280,1,1,-1,2,220,520,0,0,1,1,0,0,0,1
380,340,360,290,420,225,360,520,180,390,1,1,-1,-1,220,520,0,0,1,1,0,0,1,0
220,495,200,280,280,280,230,330,310,330,2,-2,-1,-1,220,480,1,1,0,0,1,0,0,0
120,265,80,200,460,260,230,350,310,350,-2,1,1,1,120,260,1,1,0,0,1,0,0,0
360,105,420,90,70,80,370,360,310,340,-1,-2,-2,-1,360,120,1,1,0,0,0,1,0,0
360,145,420,130,110,80,410,360,310,340,-1,-2,-2,1,360,160,1,1,0,0,0,1,0,0
390,200,360,155,135,140,420,285,310,335,-1,-2,1,1,400,200,0,0,1,1,0,0,0,1
405,460,480,460,360,340,360,320,280,340,2,-1,-1,2,400,460,0,0,1,1,0,0,1,0
300,600,355,580,420,395,420,415,220,405,2,1,1,-1,300,620,1,1,0,0,0,1,0,0
520,635,450,640,350,460,330,460,360,530,-2,-2,-2,-1,520,620,1,1,0,0,1,0,0,0
240,580,60,565,395,640,455,320,345,580,-1,2,2,-2,220,580,0,1,1,0,0,0,1,0
210,580,60,580,380,640,440,320,360,580,2,2,2,1,200,580,0,0,1,1,0,0,1,0
30,140,115,200,360,145,55,520,420,575,-2,1,-2,-1,40,140,0,0,1,1,0,0,0,1
95,140,147,200,387,140,60,547,420,607,-2,-2,-1,-1,100,140,0,0,1,1,0,0,0,1
510,520,60,465,115,200,120,415,495,580,-1,2,1,2,220,640,0,0,1,1,0,0,0,1
15,520,60,487,92,200,120,392,480,572,-1,2,1,1,60,540,0,0,1,1,0,0,0,1
40,580,120,572,80,252,120,327,480,507,-1,-1,1,1,20,580,0,0,1,1,0,0,1,0
60,510,180,290,60,442,97,460,422,320,-1,1,-2,2,80,460,1,1,0,0,1,0,0,0
240,490,215,280,270,285,230,325,310,325,2,1,1,1,240,480,1,1,0,0,1,0,0,0
55,160,55,80,117,160,335,280,310,345,-2,-2,-2,-1,180,180,0,0,1,1,0,0,0,1
180,160,117,80,120,340,360,317,310,327,-2,-2,-1,-1,180,180,0,1,1,1,0,1,0,0
305,160,20,200,420,315,180,400,240,280,1,1,1,2,300,160,0,0,1,1,0,0,1,0
355,220,315,160,325,160,240,260,120,260,2,-2,-1,-1,420,280,0,0,1,1,0,0,1,0
330,220,270,160,370,160,265,280,120,305,2,-2,-2,-1,280,160,0,0,1,1,0,0,0,1
360,185,95,80,425,160,420,530,20,610,-2,2,-1,-1,420,280,1,1,0,0,0,1,0,0
235,520,420,482,300,637,180,537,282,640,-1,1,-1,2,220,520,0,0,1,1,0,0,1,0
235,640,422,460,122,520,22,520,150,460,2,2,2,-2,240,640,0,0,1,1,0,0,0,1
155,520,360,417,77,580,202,400,360,355,1,2,-2,1,120,540,0,0,1,1,0,0,1,0
120,570,360,375,60,555,330,400,307,280,1,1,-2,2,120,580,1,1,0,0,0,1,0,0
155,460,180,360,360,300,230,350,310,350,2,-1,-1,-1,140,460,0,0,1,1,0,0,1,0
120,285,80,220,440,260,230,350,310,350,1,-2,-1,-1,120,280,1,1,0,0,1,0,0,0
180,120,115,80,420,135,265,340,310,335,2,1,-2,-1,180,100,1,1,0,0,1,0,0,0
315,80,480,80,0,80,360,300,310,350,2,-2,-1,-1,320,80,0,0,1,1,0,0,0,1
470,320,420,295,300,185,485,140,310,345,-1,1,2,-1,480,320,0,0,1,1,0,0,0,1
300,590,360,575,420,405,420,425,215,400,-1,1,1,-2,300,600,1,1,0,0,0,1,0,0
520,590,495,640,395,460,375,460,360,575,-2,-2,-2,-1,520,580,1,1,0,0,1,0,0,0
180,535,20,612,187,280,480,432,427,520,-1,2,-1,2,120,540,1,1,0,0,0,1,0,0
35,260,160,140,320,280,200,580,360,580,-2,-2,2,2,20,260,0,0,1,1,0,0,1,0
385,140,20,162,182,460,420,537,157,580,1,2,-1,-2,400,140,0,0,1,1,0,0,0,1
175,460,180,340,360,280,230,330,310,330,2,-1,-1,-1,160,460,0,0,1,1,0,0,1,0
195,160,90,80,420,110,350,280,310,320,2,1,-2,-1,180,160,0,0,1,1,0,0,1,0
410,160,420,242,420,257,22,340,300,97,-1,-1,-2,1,400,160,0,0,1,1,0,0,1,0
275,160,400,340,430,80,40,520,420,220,2,-2,2,-1,260,160,0,0,1,1,0,0,1,0
290,160,360,335,475,80,20,495,420,265,1,-2,1,-1,420,280,0,0,1,1,0,0,0,1
350,520,185,220,420,235,345,640,180,565,-2,-1,-2,-1,360,520,0,0,1,1,0,0,0,1
380,640,195,400,345,520,420,505,180,565,2,2,-1,-1,400,640,0,0,1,1,0,0,0,1
420,570,120,360,190,520,340,580,220,640,-1,2,2,2,220,520,1,1,0,0,1,0,0,0
265,520,270,280,270,340,230,340,310,340,2,1,-1,-1,220,520,0,0,1,1,0,0,1,0
120,290,80,225,435,260,230,345,310,345,1,-2,-1,-1,120,280,1,1,0,0,1,0,0,0
440,260,460,205,240,185,520,235,310,345,-1,-1,1,1,420,260,0,0,1,1,0,0,1,0
400,460,475,460,360,345,360,325,275,340,2,-1,-1,2,380,460,0,0,1,1,0,0,1,0
435,640,360,640,320,400,340,400,280,520,-2,-1,2,-2,440,640,0,0,1,1,0,0,0,1
480,555,520,622,420,442,417,460,397,580,1,1,-2,-2,480,540,1,1,0,0,1,0,0,0
480,510,520,600,420,420,440,460,420,580,1,1,-2,1,480,500,1,1,0,0,1,0,0,0
450,520,490,580,420,370,480,470,420,530,2,1,-1,1,440,520,0,0,1,1,0,0,1,0
240,610,387,580,507,380,507,640,120,445,2,2,2,1,240,600,1,1,0,0,1,0,0,0
20,360,60,505,420,545,195,580,220,465,1,1,-2,-1,20,340,1,1,0,0,1,0,0,0
25,260,90,320,520,350,430,640,100,640,-2,1,-2,2,20,260,0,0,1,1,0,0,1,0
520,160,275,280,285,520,455,640,120,355,-2,2,-2,1,520,180,1,1,0,0,0,1,0,0
120,620,482,380,20,322,120,452,512,520,2,1,1,2,120,600,1,1,0,0,1,0,0,0
120,615,480,395,35,320,120,400,495,520,-1,-2,1,2,140,640,1,1,0,0,0,1,0,0
120,460,120,335,365,340,230,325,310,325,1,-2,1,1,120,440,1,1,1,1,1,0,0,0
120,455,120,330,370,340,230,320,310,320,1,-2,-1,-1,120,440,1,1,0,0,1,0,0,0
120,80,20,125,505,80,230,325,310,325,-1,-2,1,1,100,80,0,1,1,1,0,0,0,1
240,255,255,280,270,330,347,400,310,342,2,1,2,-1,300,220,1,1,0,0,1,0,0,0
240,230,180,290,235,280,305,400,305,340,-1,2,2,2,300,220,1,1,0,0,0,1,0,0
360,185,120,185,120,250,180,335,180,285,1,1,1,-1,360,180,1,1,0,0,1,0,0,0
300,90,250,160,185,160,280,280,120,300,-2,-2,-2,1,300,80,1,1,0,0,1,0,0,0
480,80,360,80,375,160,410,340,170,160,-2,-2,-2,-2,500,80,0,0,1,1,0,0,0,1
490,80,370,80,385,160,420,340,180,160,-2,-2,1,-2,500,80,0,0,1,1,0,0,0,1
420,125,520,90,445,220,460,220,340,160,-1,2,-2,-2,420,120,1,1,0,0,1,0,0,0
420,185,520,185,345,280,520,185,345,220,-1,2,1,2,420,200,1,1,0,0,0,1,0,0
430,220,520,207,277,280,520,162,322,220,-1,2,1,2,440,220,0,0,1,1,0,0,0,1
390,160,245,280,420,190,345,220,180,315,2,1,2,-1,280,160,0,0,1,1,0,0,1,0
420,355,80,80,435,80,420,540,20,640,2,-2,-1,-2,420,360,1,1,0,0,0,1,0,0
380,460,105,80,520,140,520,585,165,640,-2,-1,-1,-2,360,460,0,0,1,1,0,0,1,0
400,520,120,305,420,280,335,640,180,535,-1,-1,2,1,420,520,0,0,1,1,0,0,0,1
400,520,360,430,495,520,480,535,502,520,-1,2,1,-2,360,540,0,0,1,1,0,0,1,0
300,635,300,477,447,580,360,422,345,400,-1,2,1,2,300,640,1,1,0,0,0,1,0,0
25,460,385,460,310,580,185,280,180,300,2,2,2,-1,20,460,0,0,1,1,0,0,1,0
410,640,455,580,230,520,65,160,20,500,-2,-2,2,-1,420,640,0,0,1,1,0,0,0,1
520,615,520,582,297,520,20,182,60,527,-1,-2,-1,-1,520,600,1,1,0,0,1,0,0,0
120,400,120,295,420,355,230,325,310,325,1,1,1,1,120,380,1,1,0,0,1,0,0,0
180,150,120,105,395,140,235,340,310,335,1,-2,-2,1,180,140,1,1,0,0,1,0,0,0
300,80,495,80,525,80,360,285,310,335,2,-2,-1,-1,320,80,0,0,1,1,0,0,0,1
460,205,390,200,210,140,470,260,310,340,-2,-2,-2,1,460,220,1,1,0,0,0,1,0,0
420,275,460,240,240,220,520,200,310,330,-1,-2,1,-1,420,280,1,1,0,0,0,1,0,0
480,435,500,380,360,240,360,220,310,330,2,-1,-1,1,480,440,1,1,0,0,0,1,0,0
440,460,480,425,360,305,360,285,310,345,-1,-1,-1,1,420,460,0,0,1,1,0,0,1,0
360,560,325,520,385,460,365,460,180,345,-2,-2,-2,-1,360,580,1,1,0,0,0,1,0,0
480,490,520,580,420,400,420,420,420,600,2,1,1,-1,460,520,1,1,0,0,0,1,0,0
230,580,112,520,520,227,447,200,195,580,-2,1,2,2,220,580,0,0,1,1,0,0,1,0
400,140,80,215,240,145,185,580,60,565,1,-1,-2,1,380,140,0,0,1,1,0,0,1,0
20,150,180,362,270,310,77,640,480,407,-1,1,2,1,20,160,1,1,0,0,0,1,0,0
20,225,180,400,262,280,40,640,490,380,-2,2,2,-2,20,240,1,1,0,0,0,1,0,0
40,320,182,460,180,335,60,562,472,320,2,-1,1,2,20,320,0,0,1,1,0,0,1,0
75,460,60,392,120,310,120,552,442,260,1,1,-1,-2,60,480,0,0,1,1,0,0,1,0
60,515,20,335,120,275,127,580,477,260,1,1,-2,-2,60,520,1,1,0,0,0,1,0,0
190,640,130,580,220,505,420,585,180,315,2,-1,-1,-1,20,640,0,0,1,1,0,0,0,1
60,520,180,540,420,385,185,580,175,580,1,1,2,2,60,540,1,1,1,1,0,1,0,0
55,580,185,460,450,260,270,520,80,640,2,-2,-2,2,40,580,0,0,1,1,0,0,0,1
60,575,120,455,460,200,340,520,20,630,1,2,-2,1,40,580,1,1,0,0,1,0,0,0
120,145,80,160,230,80,280,280,310,350,-2,-2,-2,1,100,160,1,1,0,0,0,1,0,0
240,230,270,320,270,295,405,340,310,325,1,1,-2,1,300,220,1,1,0,0,0,1,0,0
230,220,260,280,235,280,430,340,310,340,2,2,-2,2,300,220,0,0,1,1,0,0,1,0
255,280,180,325,180,350,492,340,270,317,-1,-1,-2,1,300,220,0,0,1,1,0,0,0,1
345,160,345,400,360,390,120,325,180,335,-2,1,1,-1,340,160,0,0,1,1,0,0,1,0
420,180,120,447,337,400,337,280,362,80,1,-2,2,-2,420,200,1,1,0,0,0,1,0,0
60,570,180,305,190,160,180,325,180,400,-1,2,-1,-2,60,580,1,1,0,0,0,1,0,0
50,640,180,375,180,220,180,395,360,370,-1,-2,-1,1,60,640,0,0,1,1,0,0,0,1
490,640,45,460,270,330,25,460,360,410,2,1,2,-1,500,640,0,0,1,1,0,0,0,1
120,495,120,390,60,545,270,640,175,640,1,1,-2,2,260,160,1,1,0,0,1,0,0,0
150,200,165,140,360,185,230,335,310,335,2,1,1,1,160,200,0,0,1,1,0,0,0,1
180,140,120,95,405,140,245,340,310,325,1,-2,-2,1,180,120,1,1,1,1,1,0,0,0
285,80,510,80,510,80,350,280,310,320,2,-2,-2,-1,300,80,0,0,1,1,0,0,0,1
510,640,435,640,335,460,320,455,355,520,-2,-2,-1,-2,520,640,0,0,1,1,0,0,0,1
515,640,440,640,340,460,320,460,360,520,-2,-2,-2,-1,520,640,0,0,1,1,0,0,0,1
60,490,335,400,345,640,255,220,180,335,2,-2,2,-1,60,480,1,1,0,0,1,0,0,0
20,345,180,370,420,530,180,170,220,480,1,1,-1,-1,20,340,1,1,0,0,1,0,0,0
45,320,180,320,460,520,180,220,210,520,1,-2,-1,2,60,320,0,0,1,1,0,0,0,1
300,180,360,535,520,225,205,520,515,520,-1,1,2,2,300,160,1,1,0,0,1,0,0,0
510,260,452,640,360,252,120,632,517,640,-2,-1,-1,2,500,260,0,0,1,1,0,0,1,0
490,260,462,640,360,280,122,640,507,640,-2,2,-2,2,480,260,0,0,1,1,0,0,1,0
420,345,520,620,270,285,200,640,430,640,1,1,-2,2,420,360,1,1,0,0,0,1,0,0
120,635,367,460,360,525,57,640,520,602,2,-1,2,-1,120,620,1,1,0,0,1,0,0,0
60,475,220,477,345,640,120,362,420,527,1,2,1,1,80,460,1,1,0,0,1,0,0,0
85,460,217,460,325,640,172,360,432,520,2,2,-2,-2,100,460,0,0,1,1,0,0,0,1
120,85,20,130,95,80,250,280,310,340,1,2,-2,-1,100,160,1,1,0,0,0,1,0,0
340,80,265,280,370,160,475,580,135,340,-2,2,2,2,360,80,0,0,1,1,0,0,0,1
485,160,420,297,407,80,420,377,180,162,1,-2,1,-1,480,160,0,0,1,1,0,0,1,0
410,160,442,220,420,257,360,337,222,220,-2,-1,1,-2,400,160,0,0,1,1,0,0,1,0
325,160,310,80,420,120,120,410,250,400,2,1,-1,2,280,160,0,0,1,1,0,0,0,1
215,640,300,470,220,520,180,550,240,590,-1,2,-1,-1,200,640,0,0,1,1,0,0,1,0
170,640,300,515,180,525,195,580,240,635,-1,-1,-2,-1,160,640,0,0,1,1,0,0,1,0
160,520,37,460,47,580,60,522,180,520,-2,-2,1,-2,120,540,0,0,1,1,0,0,1,0
145,520,45,460,55,580,55,520,202,520,-2,-2,2,-2,120,540,0,0,1,1,0,0,1,0
130,520,52,460,60,577,47,520,225,520,-2,1,2,-2,120,540,0,0,1,1,0,0,1,0
120,560,77,460,60,552,22,520,300,520,-2,1,2,-2,120,580,1,1,0,0,0,1,0,0
480,575,360,282,180,392,360,522,360,357,-1,-1,-1,-1,480,580,1,1,0,0,0,1,0,0
480,580,360,285,180,395,360,525,360,360,-1,-1,-1,-1,460,580,1,0,1,1,0,0,1,0
400,640,300,497,360,312,520,580,520,472,-1,1,2,-1,420,640,0,0,1,1,0,0,0,1
195,460,180,320,340,280,230,330,310,330,-1,-2,1,1,180,460,0,0,1,1,0,0,1,0
450,200,375,200,195,140,455,260,310,355,-2,-2,-2,1,460,200,0,0,1,1,0,0,0,1
480,395,520,360,360,200,360,180,310,350,-1,-1,-1,-1,480,400,1,1,0,0,0,1,0,0
335,460,410,460,350,400,360,390,270,280,2,2,-1,2,320,460,0,0,1,1,0,0,1,0
320,475,380,460,320,400,340,400,240,280,2,-1,2,2,320,480,1,1,0,0,0,1,0,0
400,640,325,640,355,400,360,385,245,520,-2,2,-1,-2,420,640,0,0,1,1,0,0,0,1
450,640,375,640,320,415,325,400,295,520,-2,-1,2,-2,460,640,0,0,1,1,0,0,0,1
480,530,520,610,450,460,420,450,410,580,1,-2,1,-2,480,520,1,1,0,0,1,0,0,0
240,585,105,520,435,320,295,280,120,407,-2,2,2,1,240,580,1,1,0,0,1,0,0,0
235,580,110,520,430,320,290,280,120,392,-2,2,2,1,220,580,0,0,1,1,0,0,1,0
60,380,385,360,347,520,132,640,422,140,-2,-2,2,2,60,400,0,1,1,0,0,1,0,0
60,400,395,360,357,520,122,640,420,132,-2,-2,2,1,60,420,1,1,0,0,0,1,0,0
120,600,480,410,472,640,60,550,62,80,1,-2,1,-2,120,620,1,1,0,0,1,0,0,0
120,385,120,260,420,320,230,330,310,330,1,1,1,1,120,380,1,1,0,0,1,0,0,0
120,160,75,80,420,95,230,345,310,345,2,1,1,1,120,140,1,1,1,1,1,0,0,0
105,80,20,142,120,82,237,280,310,327,1,1,-2,-1,100,160,0,0,1,1,0,0,0,1
420,235,345,280,320,280,360,197,242,280,-2,-2,-1,2,420,240,1,1,0,0,0,1,0,0
420,510,280,280,520,95,190,400,120,550,-2,-1,-2,-1,420,500,1,1,0,0,1,0,0,0
300,595,180,437,520,152,232,520,240,632,-1,-1,2,1,300,600,1,1,0,0,0,1,0,0
300,640,180,460,520,175,210,520,240,610,2,-1,2,1,280,640,1,0,1,1,0,0,1,0
105,460,20,490,420,175,80,580,420,512,-1,1,2,1,100,460,0,0,1,1,0,0,1,0
115,460,60,565,400,80,25,520,337,400,-1,2,2,2,60,460,0,0,1,1,0,0,0,1
455,340,35,340,120,200,5,340,325,280,2,-1,2,-2,500,580,0,0,1,1,0,0,1,0
515,640,395,640,430,460,240,585,125,640,-2,2,-1,2,520,640,0,0,1,1,0,0,0,1
520,510,490,580,505,580,340,580,70,580,2,-2,-2,-2,220,520,1,1,0,0,1,0,0,0
465,460,515,520,490,640,385,520,120,525,-2,2,-2,1,220,520,0,0,1,1,0,0,1,0
115,580,285,280,420,470,300,635,20,625,2,1,1,1,100,580,0,0,1,1,0,0,0,1
120,530,190,280,420,375,340,580,70,580,2,1,-2,-2,60,520,1,1,0,0,1,0,0,0
120,525,180,285,420,360,355,580,85,580,-1,1,-2,-2,60,520,1,1,0,0,1,0,0,0
120,455,120,335,90,340,155,520,277,280,-1,-2,2,2,260,160,1,1,0,0,0,1,0,0
80,340,180,350,180,375,20,480,180,380,1,1,1,-1,260,160,0,0,1,1,0,0,1,0
240,85,110,160,490,160,270,320,310,360,-2,2,1,1,240,100,1,1,0,0,0,1,0,0
520,95,380,340,270,295,380,340,140,160,-2,1,-2,-2,520,100,1,1,0,0,0,1,0,0
420,350,360,280,87,340,520,632,52,80,2,-2,-1,-2,420,360,1,1,0,0,0,1,0,0
310,460,210,280,220,280,335,640,120,205,2,-2,2,-1,300,460,0,0,1,1,0,0,1,0
360,570,120,230,520,220,255,640,240,635,-1,2,2,1,360,560,1,1,0,0,1,0,0,0
205,580,420,372,82,460,237,640,397,340,1,2,2,2,200,580,0,0,1,1,0,0,1,0
115,460,420,267,20,502,132,640,352,400,1,-1,2,2,100,460,0,0,1,1,0,0,1,0
70,460,420,245,25,520,110,640,330,400,1,-2,2,2,60,460,0,0,1,1,0,0,1,0
150,520,240,222,180,347,270,340,177,460,-1,1,1,-2,120,540,0,0,1,1,0,0,1,0
120,520,180,425,270,295,170,460,120,420,-1,1,2,-1,260,160,1,1,0,1,1,0,0,0
25,520,120,330,180,400,235,520,55,580,1,-2,-2,2,260,160,0,0,1,1,0,0,1,0
20,515,120,320,190,400,245,520,45,580,1,-2,-2,2,260,160,1,1,0,0,1,0,0,0
120,285,80,220,440,260,230,350,310,350,1,-2,-1,-1,120,280,1,1,0,0,1,0,0,0
180,145,120,100,400,140,240,340,310,330,1,-2,-2,1,180,140,1,1,0,0,1,0,0,0
370,640,300,635,360,375,365,360,220,515,-1,-1,2,-1,380,640,0,0,1,1,0,0,0,1
520,630,455,640,355,460,335,460,360,535,-2,-2,-2,-1,520,620,1,1,0,0,1,0,0,0
420,565,480,552,392,360,412,360,447,640,1,2,2,-2,420,580,1,1,0,0,0,1,0,0
180,565,365,360,180,295,185,280,480,445,2,-1,2,1,160,580,1,1,0,0,0,1,0,0
80,520,230,400,220,430,220,410,510,320,2,-1,-1,2,60,520,0,0,1,1,0,0,1,0
30,320,340,280,180,320,380,580,320,460,-2,1,-2,-1,40,320,0,0,1,1,0,0,0,1
430,460,185,400,60,575,205,460,295,640,2,-1,2,-2,100,460,0,0,1,1,0,0,0,1
510,520,155,360,20,605,135,460,305,580,2,-1,2,-2,220,640,0,0,1,1,0,0,0,1
60,580,120,320,60,640,60,460,380,580,2,-2,1,-2,40,580,1,0,1,0,0,0,1,0
50,580,115,320,65,640,60,455,385,580,2,-2,1,-2,40,580,0,0,1,1,0,0,1,0
70,220,120,185,255,160,215,400,310,355,-1,2,2,-1,60,220,0,0,1,1,0,0,1,0
120,100,20,122,72,80,257,280,310,347,1,2,-2,-1,100,160,1,1,0,0,0,1,0,0
300,80,515,80,470,160,420,95,420,175,2,2,1,1,300,100,0,1,0,1,0,1,0,0
420,140,322,80,187,220,300,137,302,220,2,-2,-1,2,420,180,1,1,0,0,0,1,0,0
420,175,305,80,240,220,300,155,300,235,2,-1,-1,-1,420,180,1,1,0,0,0,1,0,0
430,460,85,80,420,105,360,445,195,640,-2,1,-1,2,440,460,0,0,1,1,0,0,0,1
470,580,30,160,520,160,430,580,20,610,2,2,-2,1,460,580,0,0,1,1,0,0,1,0
465,580,27,160,517,160,432,580,20,607,2,2,-2,1,460,580,0,0,1,1,0,0,1,0
280,640,177,340,520,147,295,280,120,442,-2,-1,-2,1,260,640,0,0,1,1,0,0,1,0
125,520,180,550,120,460,120,400,190,580,1,2,1,2,120,500,0,0,1,1,0,0,1,0
155,640,70,640,120,540,420,400,30,640,-2,1,-1,-2,200,520,0,0,1,1,0,0,0,1
165,640,80,640,120,530,420,410,40,640,-2,1,-1,-2,200,520,0,0,1,1,0,0,0,1
180,520,205,580,360,525,275,520,240,585,2,-1,2,1,200,520,0,1,1,1,0,0,1,0
35,460,60,527,442,640,282,640,60,567,1,-2,-2,1,40,460,0,0,1,1,0,0,0,1
180,535,62,460,507,580,432,640,22,460,-2,2,-2,-2,320,640,1,1,0,0,0,1,0,0
90,200,180,185,405,200,230,325,310,325,1,2,-1,-1,100,200,0,0,1,1,0,0,0,1
180,145,120,100,400,140,240,340,310,330,1,-2,-2,1,180,140,1,1,0,0,1,0,0,0
445,260,460,200,240,180,520,240,310,350,-1,-1,1,1,440,260,0,0,1,1,0,0,1,0
420,260,460,225,240,205,520,215,310,325,-1,-1,1,1,420,280,0,1,0,1,0,1,0,0
480,430,505,380,360,235,360,215,310,335,2,-1,-1,1,480,440,1,1,0,0,0,1,0,0
415,460,480,450,360,330,360,310,290,340,-1,-1,-1,2,400,460,0,0,1,1,0,0,1,0
335,520,320,460,320,460,320,440,180,280,-1,-2,-1,-1,340,520,0,0,1,1,0,0,0,1
325,580,360,540,420,440,420,460,180,400,-1,1,1,-2,320,580,0,0,1,1,0,0,1,0
520,615,470,640,370,460,350,460,360,550,-2,-2,-2,-1,520,600,1,1,0,0,1,0,0,0
135,580,420,320,360,580,180,340,270,300,-1,2,-1,1,120,580,0,0,1,1,0,0,1,0
120,280,255,280,480,425,420,615,155,580,-2,1,-1,2,60,260,1,1,0,0,1,0,0,0
105,260,290,280,480,390,430,640,120,580,-2,1,-2,-1,60,260,0,0,1,1,0,0,1,0
20,150,355,400,435,320,480,575,20,605,2,2,1,1,20,140,1,1,0,0,1,0,0,0
115,140,297,400,420,362,477,520,52,580,2,-1,2,-2,120,140,0,0,1,1,0,0,0,1
120,610,520,380,460,520,40,320,150,140,2,-2,2,2,120,600,1,1,0,0,1,0,0,0
